Feedback_ID,Student_ID,Course_ID,Course_Name,Semester,Date,Language,Rating,Feedback_Text,Overall_Sentiment,Sentiment_Confidence,Aspect_Records,Topic_ID,Topic_Name,Topic_Probability,Cleaned_Text,Detected_Language,Language_Confidence,Predicted_Sentiment,Polarity_Score
FB_00036,STU_5494,DB202,Database Management Systems,Sem 2,2024-07-20,English,1,"Teammate evaluation was unfair and mentor offered zero guidance. Furthermore, Challenging problems pushed us to think critically without causing burnout. Moreover, Assignments are excessively lengthy and deadlines are unreasonably tight.",Negative,0.7,"[{""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.84, ""snippet"": ""Teammate evaluation was unfair and mentor offered zero guidance.""}, {""aspect"": ""Difficulty"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Challenging problems pushed us to think critically without causing burnout.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.97, ""snippet"": ""Assignments are excessively lengthy and deadlines are unreasonably tight.""}]",7,Burnout & Critically & Causing,0.19,"teammate evaluation was unfair and mentor offered zero guidance. furthermore, challenging problems pushed us to think critically without causing burnout. moreover, assignments are excessively lengthy and deadlines are unreasonably tight.",English,0.83,Negative,-0.691
FB_00037,STU_2395,SE303,Software Engineering & Architecture,Sem 1,2024-02-15,English,1,Zero guidance provided when students struggle with core concepts.,Negative,0.82,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Zero guidance provided when students struggle with core concepts.""}]",1,Lab Infrastructure & Hardware,0.16,zero guidance provided when students struggle with core concepts.,English,0.84,Negative,-0.824
FB_00038,STU_2625,CS101,Introduction to Programming,Sem 3,2025-04-22,Hindi,4,परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।,Positive,0.8,"[{""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।""}]",5,Course Theme 6,0.16,परीक्षा का स्तर बहुत संतुलित था और कक्षा में पढ़ाए गए विषयों पर आधारित था।,Hindi,0.99,Positive,0.802
FB_00039,STU_5720,ML301,Machine Learning & Neural Networks,Sem 4,2025-10-13,English,3,"Practical exercises were just copy-pasting code without understanding. Additionally, Great selection of cutting-edge case studies in the coursework.",Neutral,0.77,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""Practical exercises were just copy-pasting code without understanding.""}, {""aspect"": ""Course Content"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""Great selection of cutting-edge case studies in the coursework.""}]",1,Lab Infrastructure & Hardware,0.15,"practical exercises were just copy-pasting code without understanding. additionally, great selection of cutting-edge case studies in the coursework.",English,0.83,Neutral,0.086
FB_00040,STU_1977,DS201,Data Structures & Algorithms,Sem 3,2025-02-05,Hinglish,1,Study material basic passing marks ke liye sufficient tha. aur sath hi sath Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.,Negative,0.66,"[{""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""Study material basic passing marks ke liye sufficient tha.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.9, ""snippet"": ""Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.""}]",2,Exam Difficulty & Time Management,0.17,study material basic passing marks ke liye sufficient tha. aur sath hi sath evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.,Hinglish,0.87,Negative,-0.651
FB_00041,STU_5415,CS101,Introduction to Programming,Sem 1,2024-03-28,English,1,Too many repetitive assignments leaving no time for self-study.,Negative,0.81,"[{""aspect"": ""Assignments"", ""sentiment"": ""Negative"", ""confidence"": 0.89, ""snippet"": ""Too many repetitive assignments leaving no time for self-study.""}]",1,Lab Infrastructure & Hardware,0.16,too many repetitive assignments leaving no time for self-study.,English,0.82,Negative,-0.804
FB_00042,STU_6260,CN204,Computer Networks & Security,Sem 4,2025-10-08,English,5,Clear guidelines and rubrics were provided for every assignment.,Positive,0.82,"[{""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Clear guidelines and rubrics were provided for every assignment.""}]",1,Lab Infrastructure & Hardware,0.15,clear guidelines and rubrics were provided for every assignment.,English,0.88,Positive,0.823
FB_00043,STU_7622,DS201,Data Structures & Algorithms,Sem 3,2025-05-05,English,5,"The professor delivers the textbook content adequately. Moreover, High-speed Wi-Fi and well-maintained software environments in labs.",Positive,0.93,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Neutral"", ""confidence"": 0.89, ""snippet"": ""The professor delivers the textbook content adequately.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""High-speed Wi-Fi and well-maintained software environments in labs.""}]",1,Lab Infrastructure & Hardware,0.15,"the professor delivers the textbook content adequately. moreover, high-speed wi-fi and well-maintained software environments in labs.",Hinglish,0.8,Positive,0.924
FB_00044,STU_2989,WD102,Full-Stack Web Development,Sem 3,2025-01-18,English,5,"Lecture notes and reference repositories provided are top tier. Furthermore, The final exam was unexpectedly harsh and disconnected from lecture topics. Furthermore, Assignments were practical, thought-provoking, and strengthened our coding skills.",Positive,0.58,"[{""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Lecture notes and reference repositories provided are top tier.""}, {""aspect"": ""Exams"", ""sentiment"": ""Negative"", ""confidence"": 0.89, ""snippet"": ""The final exam was unexpectedly harsh and disconnected from lecture topics.""}, {""aspect"": ""Assignments"", ""sentiment"": ""Positive"", ""confidence"": 0.9, ""snippet"": ""Assignments were practical, thought-provoking, and strengthened our coding skills.""}]",1,Lab Infrastructure & Hardware,0.15,"lecture notes and reference repositories provided are top tier. furthermore, the final exam was unexpectedly harsh and disconnected from lecture topics. furthermore, assignments were practical, thought-provoking, and strengthened our coding skills.",English,0.85,Positive,0.563
FB_00045,STU_2143,DB202,Database Management Systems,Sem 4,2025-08-19,English,5,"Doubts are addressed as per standard protocol. Moreover, Professor pauses regularly to check if everyone is following along.",Positive,0.86,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Neutral"", ""confidence"": 0.95, ""snippet"": ""Doubts are addressed as per standard protocol.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.95, ""snippet"": ""Professor pauses regularly to check if everyone is following along.""}]",1,Lab Infrastructure & Hardware,0.16,"doubts are addressed as per standard protocol. moreover, professor pauses regularly to check if everyone is following along.",English,0.86,Positive,0.852
FB_00046,STU_4090,CN204,Computer Networks & Security,Sem 5,2026-04-14,English,5,Doubts were answered quickly and thoroughly on the discussion forum.,Positive,0.93,"[{""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.83, ""snippet"": ""Doubts were answered quickly and thoroughly on the discussion forum.""}]",6,Exam Difficulty & Time Management (Track 7),0.24,doubts were answered quickly and thoroughly on the discussion forum.,Hinglish,0.8,Positive,0.931
FB_00047,STU_1606,WD102,Full-Stack Web Development,Sem 6,2026-07-31,Hinglish,5,"Study material basic passing marks ke liye sufficient tha. par Lecture pace perfect tha, sabhi students easily follow kar pa rahe the.",Positive,0.86,"[{""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""Study material basic passing marks ke liye sufficient tha.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.89, ""snippet"": ""Lecture pace perfect tha, sabhi students easily follow kar pa rahe the.""}]",2,Exam Difficulty & Time Management,0.15,"study material basic passing marks ke liye sufficient tha. par lecture pace perfect tha, sabhi students easily follow kar pa rahe the.",Hinglish,0.88,Positive,0.851
FB_00048,STU_6383,DS201,Data Structures & Algorithms,Sem 6,2026-11-01,English,5,"Course project was an average implementation task. Furthermore, Professor and TAs are remarkably approachable during office hours.",Positive,0.9,"[{""aspect"": ""Projects"", ""sentiment"": ""Neutral"", ""confidence"": 0.96, ""snippet"": ""Course project was an average implementation task.""}, {""aspect"": ""Faculty Support"", ""sentiment"": ""Positive"", ""confidence"": 0.86, ""snippet"": ""Professor and TAs are remarkably approachable during office hours.""}]",1,Lab Infrastructure & Hardware,0.16,"course project was an average implementation task. furthermore, professor and tas are remarkably approachable during office hours.",English,0.84,Positive,0.899
FB_00049,STU_3725,WD102,Full-Stack Web Development,Sem 6,2026-10-11,Hinglish,3,"Prof sir ka explanation level next level hai, har doubt clear ho gaya. aur sath hi sath Checking bohot strict aur unfair thi, bin baat ke marks cut kiye.",Neutral,0.76,"[{""aspect"": ""Teaching Quality"", ""sentiment"": ""Positive"", ""confidence"": 0.87, ""snippet"": ""Prof sir ka explanation level next level hai, har doubt clear ho gaya.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Checking bohot strict aur unfair thi, bin baat ke marks cut kiye.""}]",2,Exam Difficulty & Time Management,0.17,"prof sir ka explanation level next level hai, har doubt clear ho gaya. aur sath hi sath checking bohot strict aur unfair thi, bin baat ke marks cut kiye.",Hinglish,0.86,Neutral,0.025
FB_00050,STU_9153,ML301,Machine Learning & Neural Networks,Sem 5,2026-03-30,Hinglish,1,Lab manuals outdated hain aur code errors solve nahi karate.,Negative,0.73,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Lab manuals outdated hain aur code errors solve nahi karate.""}]",2,Exam Difficulty & Time Management,0.16,lab manuals outdated hain aur code errors solve nahi karate.,Hinglish,0.85,Negative,-0.733
FB_00051,STU_7951,SE303,Software Engineering & Architecture,Sem 4,2025-10-11,Hinglish,4,"Difficulty moderate thi, thoda extra effort dalke pass ho sakte hain. par Questions tricky the but paper fair aur time-bound tha.",Positive,0.87,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Neutral"", ""confidence"": 0.84, ""snippet"": ""Difficulty moderate thi, thoda extra effort dalke pass ho sakte hain.""}, {""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.91, ""snippet"": ""Questions tricky the but paper fair aur time-bound tha.""}]",2,Exam Difficulty & Time Management,0.16,"difficulty moderate thi, thoda extra effort dalke pass ho sakte hain. par questions tricky the but paper fair aur time-bound tha.",Hinglish,0.88,Positive,0.87
